country_name,unit_desc,country_code,county_code,location_desc,county_ansi,domaincat_desc,group_desc,state_alpha,watershed_code,domain_desc,sector_desc,week_ending,Value,state_name,statisticcat_desc,asd_code,load_time,prodn_practice_desc,begin_code,state_fips_code,commodity_desc,agg_level_desc,source_desc,county_name,util_practice_desc,reference_period_desc,region_desc,end_code,CV (%),year,congr_district_code,watershed_desc,asd_desc,freq_desc,zip_5,class_desc,state_ansi,short_desc
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.5,IOWA,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,04,19,CORN,STATE,SURVEY,,GRAIN,APR,,04,,2024,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.63,IOWA,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,05,19,CORN,STATE,SURVEY,,GRAIN,MAY,,05,,2024,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.6,IOWA,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,06,19,CORN,STATE,SURVEY,,GRAIN,JUN,,06,,2024,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.32,IOWA,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,07,19,CORN,STATE,SURVEY,,GRAIN,JUL,,07,,2024,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.02,IOWA,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,08,19,CORN,STATE,SURVEY,,GRAIN,AUG,,08,,2024,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.09,IOWA,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,09,19,CORN,STATE,SURVEY,,GRAIN,SEP,,09,,2024,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.01,IOWA,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,10,19,CORN,STATE,SURVEY,,GRAIN,OCT,,10,,2024,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.12,IOWA,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,11,19,CORN,STATE,SURVEY,,GRAIN,NOV,,11,,2024,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.27,IOWA,PRICE RECEIVED,,2025-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,12,19,CORN,STATE,SURVEY,,GRAIN,DEC,,12,,2024,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.74,IOWA,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,01,19,CORN,STATE,SURVEY,,GRAIN,JAN,,01,,2023,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.83,IOWA,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,02,19,CORN,STATE,SURVEY,,GRAIN,FEB,,02,,2023,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.7,IOWA,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,03,19,CORN,STATE,SURVEY,,GRAIN,MAR,,03,,2023,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.75,IOWA,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,04,19,CORN,STATE,SURVEY,,GRAIN,APR,,04,,2023,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.57,IOWA,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,05,19,CORN,STATE,SURVEY,,GRAIN,MAY,,05,,2023,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.57,IOWA,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,06,19,CORN,STATE,SURVEY,,GRAIN,JUN,,06,,2023,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.33,IOWA,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,07,19,CORN,STATE,SURVEY,,GRAIN,JUL,,07,,2023,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,5.77,IOWA,PRICE RECEIVED,,2023-09-29 15:00:00.000,ALL PRODUCTION PRACTICES,08,19,CORN,STATE,SURVEY,,GRAIN,AUG,,08,,2023,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,5.22,IOWA,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,09,19,CORN,STATE,SURVEY,,GRAIN,SEP,,09,,2023,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.96,IOWA,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,10,19,CORN,STATE,SURVEY,,GRAIN,OCT,,10,,2023,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.74,IOWA,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,11,19,CORN,STATE,SURVEY,,GRAIN,NOV,,11,,2023,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.89,IOWA,PRICE RECEIVED,,2024-09-27 15:00:00.000,ALL PRODUCTION PRACTICES,12,19,CORN,STATE,SURVEY,,GRAIN,DEC,,12,,2023,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,5.7,IOWA,PRICE RECEIVED,,2022-03-31 15:02:29.000,ALL PRODUCTION PRACTICES,01,19,CORN,STATE,SURVEY,,GRAIN,JAN,,01,,2022,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.11,IOWA,PRICE RECEIVED,,2022-04-29 15:01:27.000,ALL PRODUCTION PRACTICES,02,19,CORN,STATE,SURVEY,,GRAIN,FEB,,02,,2022,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.59,IOWA,PRICE RECEIVED,,2022-05-31 15:03:15.000,ALL PRODUCTION PRACTICES,03,19,CORN,STATE,SURVEY,,GRAIN,MAR,,03,,2022,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,7.12,IOWA,PRICE RECEIVED,,2022-06-30 15:02:08.000,ALL PRODUCTION PRACTICES,04,19,CORN,STATE,SURVEY,,GRAIN,APR,,04,,2022,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,7.34,IOWA,PRICE RECEIVED,,2022-07-29 15:01:54.000,ALL PRODUCTION PRACTICES,05,19,CORN,STATE,SURVEY,,GRAIN,MAY,,05,,2022,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,7.48,IOWA,PRICE RECEIVED,,2022-08-31 15:06:19.000,ALL PRODUCTION PRACTICES,06,19,CORN,STATE,SURVEY,,GRAIN,JUN,,06,,2022,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,7.44,IOWA,PRICE RECEIVED,,2022-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,07,19,CORN,STATE,SURVEY,,GRAIN,JUL,,07,,2022,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,7.4,IOWA,PRICE RECEIVED,,2022-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,08,19,CORN,STATE,SURVEY,,GRAIN,AUG,,08,,2022,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,7.42,IOWA,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,09,19,CORN,STATE,SURVEY,,GRAIN,SEP,,09,,2022,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.53,IOWA,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,10,19,CORN,STATE,SURVEY,,GRAIN,OCT,,10,,2022,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.5,IOWA,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,11,19,CORN,STATE,SURVEY,,GRAIN,NOV,,11,,2022,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.69,IOWA,PRICE RECEIVED,,2023-11-30 15:00:00.000,ALL PRODUCTION PRACTICES,12,19,CORN,STATE,SURVEY,,GRAIN,DEC,,12,,2022,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.4,IOWA,PRICE RECEIVED,,2022-02-28 15:03:56.000,ALL PRODUCTION PRACTICES,01,19,CORN,STATE,SURVEY,,GRAIN,JAN,,01,,2021,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.87,IOWA,PRICE RECEIVED,,2022-03-31 15:02:29.000,ALL PRODUCTION PRACTICES,02,19,CORN,STATE,SURVEY,,GRAIN,FEB,,02,,2021,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,4.89,IOWA,PRICE RECEIVED,,2022-04-29 15:01:27.000,ALL PRODUCTION PRACTICES,03,19,CORN,STATE,SURVEY,,GRAIN,MAR,,03,,2021,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,5.35,IOWA,PRICE RECEIVED,,2022-05-31 15:03:15.000,ALL PRODUCTION PRACTICES,04,19,CORN,STATE,SURVEY,,GRAIN,APR,,04,,2021,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.03,IOWA,PRICE RECEIVED,,2022-06-30 15:02:08.000,ALL PRODUCTION PRACTICES,05,19,CORN,STATE,SURVEY,,GRAIN,MAY,,05,,2021,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.19,IOWA,PRICE RECEIVED,,2022-07-29 15:01:54.000,ALL PRODUCTION PRACTICES,06,19,CORN,STATE,SURVEY,,GRAIN,JUN,,06,,2021,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.22,IOWA,PRICE RECEIVED,,2022-08-31 15:06:19.000,ALL PRODUCTION PRACTICES,07,19,CORN,STATE,SURVEY,,GRAIN,JUL,,07,,2021,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,6.38,IOWA,PRICE RECEIVED,,2022-09-30 15:00:00.000,ALL PRODUCTION PRACTICES,08,19,CORN,STATE,SURVEY,,GRAIN,AUG,,08,,2021,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,5.63,IOWA,PRICE RECEIVED,,2021-11-30 15:01:54.000,ALL PRODUCTION PRACTICES,09,19,CORN,STATE,SURVEY,,GRAIN,SEP,,09,,2021,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,5.02,IOWA,PRICE RECEIVED,,2021-12-30 15:01:46.000,ALL PRODUCTION PRACTICES,10,19,CORN,STATE,SURVEY,,GRAIN,OCT,,10,,2021,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
UNITED STATES,$ / BU,9000,,IOWA,,NOT SPECIFIED,FIELD CROPS,IA,00000000,TOTAL,CROPS,,5.23,IOWA,PRICE RECEIVED,,2022-01-31 15:05:53.000,ALL PRODUCTION PRACTICES,11,19,CORN,STATE,SURVEY,,GRAIN,NOV,,11,,2021,,,,MONTHLY,,ALL CLASSES,19,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU"
